"species","year","prey.species","prey.sex","prey.age","prey.mass","prey.size","edible.biomass","nonedible.biomass","prey.taste"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2013,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2013,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2014,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2013,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2013,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2013,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2013,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2013,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2013,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2013,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2013,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2013,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2013,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2013,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2013,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2013,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2013,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2013,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2014,"Buffalo, African","male","adult",590,"very large",354,236,"bad"
"lion",2015,"Buffalo, African","male","subadult",413,"very large",268.5,144.5,"bad"
"lion",2015,"Bushbuck","female","adult",37,"medium",29.6,7.4,"good"
"lion",2015,"Bushbuck","female","adult",37,"medium",29.6,7.4,"good"
"lion",2015,"Bushbuck","female","adult",37,"medium",29.6,7.4,"good"
"lion",2015,"Bushbuck","female","adult",37,"medium",29.6,7.4,"good"
"lion",2014,"Bushbuck","female","adult",37,"medium",29.6,7.4,"good"
"lion",2015,"Bushbuck","female","adult",37,"medium",29.6,7.4,"good"
"lion",2014,"Bushbuck","male","adult",50,"medium",40,10,"neutral"
"lion",2015,"Bushbuck","male","subadult",35,"medium",28,7,"good"
"lion",2015,"Bushbuck","male","adult",50,"medium",40,10,"neutral"
"lion",2015,"Bushbuck",NA,"juvenile",13.1,"small",11.7,1.4,"delicious"
"lion",2015,"Duiker, common","male","adult",16.2,"small",14.6,1.6,"delicious"
"lion",2015,"Duiker, common","male","adult",16.2,"small",14.6,1.6,"delicious"
"lion",2015,"Elephant",NA,"juvenile",1369.5,"very large",684.8,684.7,"bad"
"lion",2015,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2015,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2013,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2014,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2014,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2014,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2015,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2015,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2013,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2014,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2013,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2014,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2013,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2015,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2014,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2013,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"lion",2013,"Giraffe","female","adult",828,"very large",496.8,331.2,"bad"
"lion",2015,"Giraffe","female","adult",828,"very large",496.8,331.2,"bad"
"lion",2015,"Giraffe","female","adult",828,"very large",496.8,331.2,"bad"
"lion",2015,"Giraffe","female","adult",828,"very large",496.8,331.2,"bad"
"lion",2015,"Giraffe","female","adult",828,"very large",496.8,331.2,"bad"
"lion",2015,"Giraffe","female","subadult",579.6,"very large",347.8,231.8,"bad"
"lion",2013,"Giraffe","female","adult",828,"very large",496.8,331.2,"bad"
"lion",2013,"Giraffe","female","adult",828,"very large",496.8,331.2,"bad"
"lion",2015,"Giraffe","male","adult",1192,"very large",655.6,536.4,"bad"
"lion",2015,"Giraffe","male","adult",1192,"very large",655.6,536.4,"bad"
"lion",2015,"Giraffe","male","adult",1192,"very large",655.6,536.4,"bad"
"lion",2014,"Giraffe","male","subadult",834.4,"very large",500.6,333.8,"bad"
"lion",2013,"Giraffe","male","adult",1192,"very large",655.6,536.4,"bad"
"lion",2013,"Giraffe","male","adult",1192,"very large",655.6,536.4,"bad"
"lion",2015,"Giraffe","male","adult",1192,"very large",655.6,536.4,"bad"
"lion",2015,"Hippo","female","subadult",924.7,"very large",554.8,369.9,"bad"
"lion",2014,"Hippo","female","subadult",924.7,"very large",554.8,369.9,"bad"
"lion",2015,"Hippo","male","juvenile",421.7,"very large",274.1,147.6,"bad"
"lion",2015,"Hippo","male","juvenile",421.7,"very large",274.1,147.6,"bad"
"lion",2013,"Hippo","male","subadult",1043,"very large",573.7,469.3,"bad"
"lion",2015,"Hippo",NA,"juvenile",421.7,"very large",274.1,147.6,"bad"
"lion",2015,"Hippo",NA,"juvenile",421.7,"very large",274.1,147.6,"bad"
"lion",2015,"Hippo",NA,"juvenile",421.7,"very large",274.1,147.6,"bad"
"lion",2014,"Honey badger","male","adult",12,"small",10.8,1.2,"delicious"
"lion",2015,"Hyaena, spotted","female","adult",68.2,"medium",54.6,13.6,"neutral"
"lion",2015,"Hyaena, spotted","female","adult",68.2,"medium",54.6,13.6,"neutral"
"lion",2015,"Hyaena, spotted","female","adult",68.2,"medium",54.6,13.6,"neutral"
"lion",2015,"Hyaena, spotted",NA,"juvenile",19.6,"small",17.6,2,"delicious"
"lion",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"lion",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"lion",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"lion",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"lion",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"lion",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"lion",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"lion",2013,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2013,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2013,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2015,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2014,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2013,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2013,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2013,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2013,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2013,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2013,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2015,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2013,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"lion",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"lion",2014,"Impala","male","juvenile",14.3,"small",12.9,1.4,"delicious"
"lion",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"lion",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"lion",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"lion",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"lion",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"lion",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"lion",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"lion",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"lion",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"lion",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"lion",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"lion",2014,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"lion",2015,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"lion",2015,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"lion",2015,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"lion",2015,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"lion",2013,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"lion",2015,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"lion",2015,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"lion",2014,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
